Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
0000016f-ca9a-3867-0000-000000003aca,66e40ba0-7701-38ab-8950-f88d0314c19e,Ramón841 Alva958,M,GENERAL PRACTICE,8500 ALLENTOWN PIKE,BLANDON,PA,19510-9460,40.44515,-75.879451,89
0000016f-ca9a-3867-0000-000000003be2,d256715d-c005-3d77-bb3c-03885f73c926,Sherley266 Satterfield305,F,GENERAL PRACTICE,14010 ROUTE 8 89,WATTSBURG,PA,16442-2922,42.002732,-79.804783,138
0000016f-ca9a-3867-0000-000000003d2c,0ae37315-3a34-3f59-a15c-5913cad2f13b,Nichelle912 Streich926,F,GENERAL PRACTICE,6040 LIBRARY RD,BETHEL PARK,PA,15102-4012,40.323889,-80.03636800000001,66
0000016f-ca9a-3867-0000-000000003e1c,95304b3d-56c7-38a1-9e1e-f3ee90ce4565,Willia886 Harvey63,F,GENERAL PRACTICE,1124 JONATHAN ST,LEMONT,PA,16851-1116,40.811988,-77.816109,58
0000016f-ca9a-3867-0000-000000003e62,a021a24f-fb15-3a8a-8e4a-faa01dabeb18,Toby274 Beer512,M,GENERAL PRACTICE,800 N BELL AVE,CARNEGIE,PA,15106-4309,40.407968,-80.08601999999999,94
0000016f-ca9a-3867-0000-000000003ebc,3978c82f-d4b4-3961-a33b-bd5aa995e5ab,Sharyn437 Bogan287,F,GENERAL PRACTICE,75 VERMILLION DR,LEVITTOWN,PA,19054-1227,40.153821,-74.853273,76
0000016f-ca9a-3867-0000-000000003ec6,1e3d4008-672f-34f1-be51-9b282d02f08d,Lucas404 Treutel973,M,GENERAL PRACTICE,7700 A STENTON AVE,PHILADELPHIA,PA,19118-3103,40.009376,-75.133346,80
0000016f-ca9a-3867-0000-000000003ee4,e7dbd704-9edb-3c11-ac7c-8427768a4b82,Russel238 Runte676,M,GENERAL PRACTICE,707 LIGONIER ST,LATROBE,PA,15650-1825,40.312434,-79.38259599999999,28
0000016f-ca9a-3867-0000-000000003f2a,66283382-9a97-3b0c-b5b0-5f279df2a01a,Suzi977 Thiel172,F,GENERAL PRACTICE,1056 RT,MOUNTAINHOME,PA,18342,41.177927000000004,-75.263254,34
0000016f-ca9a-3867-0000-000000003f70,e0c13d10-0292-30e1-920c-0cca80ed75a8,Darron84 Emard19,M,GENERAL PRACTICE,25 WASHINGTON LANE,WYNCOTE,PA,19095-1403,40.091506,-75.146279,57
0000016f-ca9a-3867-0000-00000000402e,9dd8de7a-5237-38bc-b33f-1b307098061b,Warren653 Gusikowski974,M,GENERAL PRACTICE,2551 BAGLYOS CIR,BETHLEHEM,PA,18020-8052,40.624237,-75.352949,39
0000016f-ca9a-3867-0000-000000004056,c9e8570a-687d-3bff-962c-daba99d5521a,Leon728 Kozey370,F,GENERAL PRACTICE,16265 CONNEAUT LAKE RD,MEADVILLE,PA,16335-3861,41.647878000000006,-80.147438,67
0000016f-ca9a-3867-0000-00000000409c,b528d544-261c-35e3-995b-caf7ff44a83a,Natisha940 Block661,F,GENERAL PRACTICE,4232 MECHANICSVILLE RD,MECHANICSVILLE,PA,18934-9501,40.690826,-76.180687,47
0000016f-ca9a-3867-0000-0000000040d8,b11a14d8-18ec-36fa-8a51-2ec3b51388ac,Laurence43 Ward668,M,GENERAL PRACTICE,1013 N BETHLEHEM PIKE,LOWER GYNEDD,PA,19002-1307,40.177159,-75.21950600000002,41
0000016f-ca9a-3867-0000-0000000040ec,abd7a646-5d43-358b-87ea-fdcbafde2b61,Zenobia558 Kilback373,F,GENERAL PRACTICE,1840 S ST,PHILADELPHIA,PA,19146-7411,40.009376,-75.133346,109
0000016f-ca9a-3867-0000-0000000040f6,0e1e3081-2878-3c1b-a2c2-9fa218d31660,Marketta481 Huels583,F,GENERAL PRACTICE,1200 TEL HAI CIR,HONEY BROOK,PA,19344-1271,40.093579999999996,-75.91075,79
0000016f-ca9a-3867-0000-000000004146,93c65a2d-72a9-3921-94a8-1f55cbb86ee5,Gabriel934 Hauck852,F,GENERAL PRACTICE,620 E LANCASTER AVE,BERWYN,PA,19312-1663,40.038794,-75.442087,32
0000016f-ca9a-3867-0000-000000004182,7dbef7c5-e4e9-3ede-a88b-4301297438cb,Aletha771 Bauch723,F,GENERAL PRACTICE,134 BROAD ST,STROUDSBURG,PA,18360-1590,40.982372999999995,-75.1952,32
0000016f-ca9a-3867-0000-000000004286,9d2cead6-b88a-3a02-8191-3cd2f57877c1,Oscar384 Schroeder447,M,GENERAL PRACTICE,5889 FORBES AVE,PITTSBUGH,PA,15217-1660,40.439753,-79.97659200000002,352
0000016f-ca9a-3867-0000-000000004290,e853c58a-7e8c-3587-b2ba-546c3769caa1,Kip442 Steuber698,M,GENERAL PRACTICE,4391 W SWAMP RD,DOYLESTOWN,PA,18902-1039,40.314197,-75.127697,46
0000016f-ca9a-3867-0000-00000000429a,176a501b-be6f-359a-93af-3548b0bfeecf,Granville802 Stehr398,M,GENERAL PRACTICE,213 EXECUTIVE DR,CRANBERRY TWP,PA,16066-6405,40.686721,-80.063905,92
0000016f-ca9a-3867-0000-0000000042fe,ab70ec69-31bb-3fd0-b473-94483248d3f5,Jeramy610 Kihn564,M,GENERAL PRACTICE,349 LANCASTER AVE,HAVERFORD,PA,19041-1500,40.008917,-75.307238,31
0000016f-ca9a-3867-0000-000000004330,700450d0-1cf1-3a24-9738-802897e95f19,Ulysses632 Marvin195,M,GENERAL PRACTICE,1450 E BOOT RD,WEST CHESTER,PA,19380-5926,39.959883000000005,-75.60542199999999,55
0000016f-ca9a-3867-0000-000000004344,047fe304-ad63-3012-8231-6a8cf8a4047d,Waylon572 Pfannerstill264,M,GENERAL PRACTICE,349 LANCASTER AVE,HAVERFORD,PA,19041-1500,40.008917,-75.307238,158
0000016f-ca9a-3867-0000-0000000043da,a4026c2d-0f50-3703-b18b-b2790b941567,Tari300 Runolfsson901,F,GENERAL PRACTICE,355 BROAD ST,MONTOURSVILLE,PA,17754-2221,41.246493,-76.9167,58
0000016f-ca9a-3867-0000-0000000043f8,b440454a-de89-3832-8c78-2882f8be55cc,Milda157 Weissnat378,F,GENERAL PRACTICE,3554 HULMEVILLE RD,BENSALEM,PA,19020-4366,40.086492,-74.94453399999998,58
0000016f-ca9a-3867-0000-0000000044c0,10d5eae3-3cff-3e1e-946e-26a2475e4a1f,Haydee844 West559,F,GENERAL PRACTICE,200 LAWRENCE RD,BROOMALL,PA,19008-3235,39.969466,-75.352926,69
0000016f-ca9a-3867-0000-000000004506,a820993b-a956-3d07-8a7d-e7d2edfb8de1,Vada440 Howell947,F,GENERAL PRACTICE,903 E WILLOW GROVE AVE,WYNDMOOR,PA,19038-7909,40.085619,-75.1941,30
0000016f-ca9a-3867-0000-000000004542,065637da-d8a8-3442-b442-65046ab50c89,Niesha86 Yost751,F,GENERAL PRACTICE,1515 W CHESTER PIKE,WEST CHESTER,PA,19382-7782,39.959883000000005,-75.60542199999999,34
0000016f-ca9a-3867-0000-0000000047c2,ff7f297d-1f2b-31c2-86c8-0bbdf579a55a,Ethan766 Murphy561,M,GENERAL PRACTICE,222 HARVARD AVE,MOUNT GRETNA,PA,17064-6017,40.245562,-76.471475,50
0000016f-ca9a-3867-0000-00000000484e,2e0cca4b-da86-3e58-99b3-043dd5c8888d,Lizzie15 Sanford861,F,GENERAL PRACTICE,731 IMPERIAL DR,MOHNTON,PA,19540-8834,40.287457,-75.986899,62
0000016f-ca9a-3867-0000-00000000486c,def5c212-b431-342a-ae98-1863bc5558cf,Chung121 McClure239,M,GENERAL PRACTICE,301 OXFORD VALLEY RD,YARDLEY,PA,19067-7710,40.240293,-74.838934,80
0000016f-ca9a-3867-0000-000000004880,90e67a5b-bded-3532-8e00-4f8ede249b9a,Lonnie913 Ortiz186,M,GENERAL PRACTICE,213 SHERWOOD LN,CONSHOHOCKEN,PA,19428-3715,40.077219,-75.3041,54
0000016f-ca9a-3867-0000-000000004948,345dbe19-652f-3efd-bb9c-bb6ca5132ae0,Sidney996 Mraz590,M,GENERAL PRACTICE,4400 OLD WM PENN HWY,MONROEVILE,PA,15146-1480,40.384604,-79.75752800000002,65
0000016f-ca9a-3867-0000-000000004a10,acb670ec-a34f-3141-bd56-6e59ca867315,Leslie90 Kuvalis369,M,GENERAL PRACTICE,1 WYNNEWOOD CT,NARBERTH,PA,19072-1729,40.007677,-75.263451,45
0000016f-ca9a-3867-0000-000000004a4c,529fb86d-b4c3-3137-8b4f-0770e22cd86c,Hernán834 Carmona375,M,GENERAL PRACTICE,300 E LANCASTER AVE,WYNNEWOOD,PA,19096-2142,39.986667,-75.27147,66
0000016f-ca9a-3867-0000-000000004a88,2626674b-47c5-398c-84e7-bfff170ca77c,Enid644 Berge125,F,GENERAL PRACTICE,1016 BETHLEHEM PIKE,ERDENHEIM,PA,19038-7703,40.085619,-75.1941,15
0000016f-ca9a-3867-0000-000000004a92,1f719d9c-bdbf-3ced-9254-81a6f1e100b8,Boyce638 Berge125,M,GENERAL PRACTICE,101 CAMBRIDGE RD,BROOMALL,PA,19008-3309,39.969466,-75.352926,28
0000016f-ca9a-3867-0000-000000004ab0,ae804c7b-b43d-3f0a-b1e1-72f9ba36c3ab,Amy965 Muller251,F,GENERAL PRACTICE,4626 PEACH ST,ERIE,PA,16509-2084,42.116594,-80.073503,28
0000016f-ca9a-3867-0000-000000004aec,153b79b6-b779-3f49-86aa-58bfff68e3ac,Virginia437 Roberts511,F,GENERAL PRACTICE,1277 WYOMING AVE,EXETER,PA,18643-1435,41.333679,-75.82162199999999,77
0000016f-ca9a-3867-0000-000000004b32,6523a03b-846e-32c8-93f6-20f0c6381752,Temika453 Stroman228,F,GENERAL PRACTICE,350 HIGHLAND DR,MOUNTVILLE,PA,17554-1268,40.040711,-76.434924,90
0000016f-ca9a-3867-0000-000000004ba0,a6e20c08-c79e-3893-8877-03a61e6bc569,Rachele486 Hickle134,F,GENERAL PRACTICE,250 FAME AVE,HANOVER,PA,17331-1587,39.811756,-76.98360500000001,39
0000016f-ca9a-3867-0000-000000004bc8,7e725aaa-645f-34d7-b241-4a61181ae95e,Herb645 Bogan287,M,GENERAL PRACTICE,528 RIDGE RD,SPRING CITY,PA,19475-9681,40.176898,-75.546471,137
0000016f-ca9a-3867-0000-000000004c04,f1568b84-34c9-3d5e-944f-bc52816dd05f,Zoraida650 Gleason633,F,GENERAL PRACTICE,633 W MAIN ST,MT PLEASANT,PA,15666-1846,40.204995,-79.497011,88
0000016f-ca9a-3867-0000-000000004c5e,732b7423-c1b3-3c68-872a-4972bc3ea026,Wilford267 Kilback373,M,GENERAL PRACTICE,1776 S QUEEN ST,YORK,PA,17403-4628,39.964797999999995,-76.73184,36
0000016f-ca9a-3867-0000-000000004c7c,cf0a8cbb-7989-3d3f-ba79-448aca43e881,Cory323 Jerde200,F,GENERAL PRACTICE,8 N MILL ST,NEW CASTLE,PA,16101-3610,40.995616999999996,-80.345807,46
0000016f-ca9a-3867-0000-000000004c9a,62b08a91-7aba-3ea7-ba2d-580fc9d60255,Curt84 Kuvalis369,M,GENERAL PRACTICE,2107 N FRANKLIN DR,WASHINGTON,PA,15301-5868,40.173963,-80.246726,39
0000016f-ca9a-3867-0000-000000004d30,ab520582-0d58-38a2-a8cd-4c361b8c49e3,Erna640 Lemke654,F,GENERAL PRACTICE,11 LONG AVE,EPHRATA,PA,17522-9795,40.180851000000004,-76.180184,83
0000016f-ca9a-3867-0000-000000004dd0,665e62a5-5e02-38e3-8d5c-c57781188215,Ruthann382 Frami345,F,GENERAL PRACTICE,114 E MAIN ST,FREDERICKSBURG,PA,17026-9528,40.444095000000004,-76.437689,81
0000016f-ca9a-3867-0000-000000004e0c,cb60613f-d03c-30e4-82af-dff83b4cd491,Fletcher87 Murazik203,M,GENERAL PRACTICE,125 WARREN RD,WARRENDALE,PA,15086-7583,40.692878,-80.132103,135
0000016f-ca9a-3867-0000-000000004e48,bcc2dc86-f0fc-3eff-9f7e-d752897421b1,Lyda594 Lueilwitz711,F,GENERAL PRACTICE,1200 WALNUT BOTTOM RD,CARLISLE,PA,17015-7766,40.199993,-77.204145,50
0000016f-ca9a-3867-0000-000000004e70,ebf69384-1ec3-3790-aeaa-f58b2381156f,August363 Stiedemann542,M,GENERAL PRACTICE,9655 LONGSWAMP RD,MERTZTOWN,PA,19539-8800,40.50173,-75.66552,71
0000016f-ca9a-3867-0000-000000004eac,00c52111-a07b-3683-ac79-1bed0f6f0f11,Alisa860 Steuber698,F,GENERAL PRACTICE,32 EMERALD DR,THROOP,PA,18512-3350,41.438227000000005,-75.59265500000001,66
0000016f-ca9a-3867-0000-000000004ec0,4eb47d6a-6247-3de2-bebd-80702b610563,Jann271 Zboncak558,F,GENERAL PRACTICE,1339 WOODBOURNE RD,LEVITTOWN,PA,19057-1236,40.153821,-74.853273,45
0000016f-ca9a-3867-0000-000000004ef2,60de4373-3d32-3cc3-b14c-e49ffc8d9701,Lynn917 Harvey63,M,GENERAL PRACTICE,1901 COLUMBIA BLVD,BLOOMSBURG,PA,17815-7750,41.002717,-76.45658,14
0000016f-ca9a-3867-0000-000000004f10,99c37a84-d3ab-3f9f-b290-d0c9362fb09c,Cassy835 Marquardt819,F,GENERAL PRACTICE,155 MOUNT PLEASANT RD,WEST NEWTON,PA,15089-1839,40.207171,-79.771196,108
0000016f-ca9a-3867-0000-000000004f60,75db6ee2-2d71-3cf3-8426-3763d742c5ed,Liliana922 Schimmel440,F,GENERAL PRACTICE,795 CHERRY TREE COURT,HANOVER,PA,17331,39.811756,-76.98360500000001,76
0000016f-ca9a-3867-0000-000000004fba,8fbf0976-474e-3dc5-96d2-aebd2b604bb1,Wanita14 Nikolaus26,F,GENERAL PRACTICE,718 MCKEAN AVE,DONORA,PA,15033-1061,40.179528999999995,-79.862408,121
0000016f-ca9a-3867-0000-00000000501e,330a8b97-7088-35d1-8886-4c48555b1d0a,Bernie827 Miller503,M,GENERAL PRACTICE,543 EASTON TPKE,LAKE ARIEL,PA,18436-4798,41.396963,-75.272758,53
0000016f-ca9a-3867-0000-000000005032,a581630e-7ba3-359b-912c-45dd0b0ebc6d,Kelsi424 Klocko335,F,GENERAL PRACTICE,674 E MAIN ST,HEGINS,PA,17938-9393,40.652372,-76.48755,43
0000016f-ca9a-3867-0000-000000005118,7f3264d4-414d-3282-9934-0f51898715be,Bryce11 Ryan260,M,GENERAL PRACTICE,12 ELM ST,WARREN,PA,16365-2808,41.842915999999995,-79.143865,48
0000016f-ca9a-3867-0000-000000005226,780e4f08-daab-37d1-a381-399edd59d233,Hellen346 Kshlerin58,F,GENERAL PRACTICE,250 FAME AVE,HANOVER,PA,17331-1587,39.811756,-76.98360500000001,82
0000016f-ca9a-3867-0000-00000000526c,bc697aa7-28d0-35d6-8eb1-8ba80f6b5f9e,Kaylee703 Runolfsdottir785,F,GENERAL PRACTICE,292 MAIN ST,TURBOTVILLE,PA,17772-8824,41.101879,-76.769432,7
0000016f-ca9a-3867-0000-0000000052a8,a45a1ad4-b579-38d2-b52d-d8063893b1b8,Kenton313 Casper496,M,GENERAL PRACTICE,100 STOOPS DR,MONONGAHELA,PA,15063-3553,40.191165999999996,-79.922476,36
0000016f-ca9a-3867-0000-0000000052c6,86334340-5258-39eb-b640-553cad25fc63,Freda902 Monahan736,F,GENERAL PRACTICE,6900 HAMILTON BLVD,TREXLERTOWN,PA,18087-0060,40.558484,-75.592969,212
0000016f-ca9a-3867-0000-0000000052f8,ca040026-faf5-33d1-b2c2-7ff2ae4d4dee,Emanuel231 Gutmann970,M,GENERAL PRACTICE,5100 BOARD RD,MOUNT WOLF,PA,17347-9701,40.061671999999994,-76.705198,134
0000016f-ca9a-3867-0000-000000005316,764f5299-985f-33cb-b188-3b76c4bbdaba,Waylon572 Wintheiser220,M,GENERAL PRACTICE,965 ROUTE 940,POCONO LAKE,PA,18347-0209,41.115786,-75.45335,11
0000016f-ca9a-3867-0000-0000000053ac,44892873-ac6e-34df-a68d-f5706ec32f35,Shawnda528 Rutherford999,F,GENERAL PRACTICE,3602 DARLINGTON RD,DARLINGTON,PA,16115-2524,40.810151,-80.4242,196
0000016f-ca9a-3867-0000-0000000053c0,ca7a249c-6199-3b35-814c-5a26add49b19,Bryce11 Walker122,M,GENERAL PRACTICE,710 ODEN ST,CONFLUENCE,PA,15424-1036,39.809903999999996,-79.355905,680
0000016f-ca9a-3867-0000-00000000542e,cfae3721-0a93-337e-8c2d-f02491124c24,Bryce11 Eichmann909,M,GENERAL PRACTICE,100 W EISENHOWER DR,HANOVER,PA,17331-1147,39.811756,-76.98360500000001,96
0000016f-ca9a-3867-0000-000000005488,c5c0a1b8-7c39-3a2b-8414-e29fa36da312,Claude750 Streich926,M,GENERAL PRACTICE,403 LANCASTER AVE,FRAZER,PA,19355-1805,40.042016,-75.49029399999998,39
0000016f-ca9a-3867-0000-000000005578,04af3afb-1147-3ba9-9af3-b9207f7294dd,Stefany238 Jacobson885,F,GENERAL PRACTICE,6000 RT,CENTER VALLEY,PA,18034-9498,40.53873,-75.37775699999997,19
0000016f-ca9a-3867-0000-0000000055be,ea5bddec-6d82-339f-8211-87fe8872e80f,Luba688 Kreiger457,F,GENERAL PRACTICE,1255 S CEDAR CREST BLVD,ALLENTOWN,PA,18103-6272,40.593647999999995,-75.47839300000001,15
0000016f-ca9a-3867-0000-0000000055dc,92c58411-6265-35df-8183-49e60e2d4293,Sunday568 Watsica258,F,GENERAL PRACTICE,352 MOORE BLDG,UNIVERSITY PARK,PA,16802-3103,40.790991,-77.856821,78
0000016f-ca9a-3867-0000-000000005604,8970b18d-458d-3c56-b397-f857a55fe290,Mateo562 Mares644,M,GENERAL PRACTICE,420 MAIN ST,EDWARDSVILLE,PA,18704-3232,41.260214000000005,-75.90996,17
0000016f-ca9a-3867-0000-000000005668,1c16bef7-2bbe-39be-a209-eaa5ab798f5e,Carson894 Kulas532,M,GENERAL PRACTICE,1559 MAIN ST,HELLERTOWN,PA,18055-1017,40.581346,-75.337913,1
0000016f-ca9a-3867-0000-00000000569a,8b076a1b-88df-3bd4-812b-608a073fe34f,Edward499 Kulas532,M,GENERAL PRACTICE,715 LITTLE DEER CREEK VALLEY RD,RUSSELLTON,PA,15076-1312,40.608049,-79.84013900000001,221
0000016f-ca9a-3867-0000-0000000056c2,ff8bb685-8088-3b3d-af58-ae7858c29efa,Kaitlyn96 Kunde533,F,GENERAL PRACTICE,2908 EAGLEVILLE RD,AUDUBON,PA,19403-1827,40.130340000000004,-75.42801999999999,37
0000016f-ca9a-3867-0000-00000000571c,44ce06b2-70f0-3740-8cd7-4c6e4dbbcec8,Elroy493 Grant908,M,GENERAL PRACTICE,947 BELLEFONTE AVE,LOCK HAVEN,PA,17745-3033,41.136961,-77.452912,73
0000016f-ca9a-3867-0000-000000005726,a9dc74d6-c97f-3f48-9af4-461a2f3a38f9,Ivan258 Rowe323,M,GENERAL PRACTICE,834 MAIN ST,HELLERTOWN,PA,18055-1515,40.581346,-75.337913,37
0000016f-ca9a-3867-0000-000000005730,94616bd8-f348-3ce7-9a5d-d6a4273b11c4,Juanita470 Streich926,F,GENERAL PRACTICE,1000 MEADE ST,DUNMORE,PA,18512-3197,41.413984,-75.60625300000001,78
0000016f-ca9a-3867-0000-0000000057d0,6886cf99-f5e2-381a-8fce-9bdad3b68f5c,Yasmine182 Klocko335,F,GENERAL PRACTICE,226 WILLOW VALLEY LAKES DR,WILLOW STREET,PA,17584-9665,39.981158,-76.269188,60
0000016f-ca9a-3867-0000-0000000057e4,58d0432f-854f-3d1b-90da-fcd3ad902a1c,Esmeralda972 Zboncak558,F,GENERAL PRACTICE,550 MACDADE BLVD,FOLSOM,PA,19033-2308,39.892381,-75.328665,28
0000016f-ca9a-3867-0000-000000005866,4dadf036-8486-3920-9b8e-dc9797ab4c59,Buck819 Daugherty69,M,GENERAL PRACTICE,3212 MAIN ST,HOMESTEAD,PA,15120-3230,40.407278000000005,-79.909894,85
0000016f-ca9a-3867-0000-00000000587a,25721956-79fb-3d40-837c-b6f04ff58eb6,Flavia315 Wehner319,F,GENERAL PRACTICE,401 ALLEGHENY AVE,HANOVER,PA,17331-1957,39.811756,-76.98360500000001,52
0000016f-ca9a-3867-0000-0000000058b6,171e9984-0293-3e79-a966-ed1b9e7f9e28,Ramón841 Delgado712,M,GENERAL PRACTICE,105 MOREVIEW BLVD,MORGANTOWN,PA,19543-9483,40.153438,-75.891882,268
0000016f-ca9a-3867-0000-0000000058d4,d0ad3e7a-9c66-36fc-a81a-c375ecd38b5b,Jesse626 Turcotte120,M,GENERAL PRACTICE,93 OLD YORK RD,JENKINTOWN,PA,19046-3925,40.096266,-75.129632,45
0000016f-ca9a-3867-0000-00000000597e,453dc30f-3e72-3d25-b624-5bbd0bd34008,Blake449 Wuckert783,F,GENERAL PRACTICE,30 PARKWOOD DR,CHAMBERSBURG,PA,17201-4501,39.931433,-77.655642,70
0000016f-ca9a-3867-0000-000000005988,fa5759d2-fa32-3272-baa5-72bf4daa4db8,Sook872 O'Keefe54,F,GENERAL PRACTICE,2 MYSTIC LN,MALVERN,PA,19355-1942,40.033147,-75.515363,39
0000016f-ca9a-3867-0000-000000005ad2,49239e7c-6e14-3459-980c-3d2f77048ee2,Johnie961 Rippin620,M,GENERAL PRACTICE,124 VILLAGE PARK DR,POCONO LAKE,PA,18347-8216,41.115786,-75.45335,65
0000016f-ca9a-3867-0000-000000005b9a,2f1bddee-fd4b-30ca-a0de-30698ac6b990,Leana211 Hettinger594,F,GENERAL PRACTICE,5 S CENTRE AVE,LEESPORT,PA,19533-0754,40.444492,-75.967253,85
0000016f-ca9a-3867-0000-000000005bae,2423bb0f-7d4c-35ea-b764-a1074ed94d2a,Tory770 Morar593,M,GENERAL PRACTICE,5 BROOKWOOD AVE,CARLISLE,PA,17015-9576,40.199993,-77.204145,20
0000016f-ca9a-3867-0000-000000005c58,2ae7ba86-fbfc-39b8-b2ff-b331f833d4bb,Ira784 Jacobson885,M,GENERAL PRACTICE,2496 STIEGEL PIKE,SCHAEFFERSTOWN,PA,17088-7021,40.296848,-76.293852,110
0000016f-ca9a-3867-0000-000000005c62,ad06444b-ccff-321c-b1ab-f74268fc7f48,Jonah176 Schaden604,M,GENERAL PRACTICE,349 FRANKLIN ST,CLYMER,PA,15728-1173,40.668502000000004,-79.013605,96
0000016f-ca9a-3867-0000-000000005d34,35acac4f-f346-3207-9249-a6f4bddda444,Abbie917 Homenick806,F,GENERAL PRACTICE,90 BEAVER DR,DU BOIS,PA,15801-2440,41.122269,-78.75615400000001,3
0000016f-ca9a-3867-0000-000000005d70,b1eeac46-9f0e-3e11-9c42-77c2d7a639dd,Tanner110 Toy286,M,GENERAL PRACTICE,114 FORREST AVE,NARBERTH,PA,19072-2218,40.007677,-75.263451,35
0000016f-ca9a-3867-0000-000000005e06,622dbd19-6f8d-30d1-8f13-d1056ddadb9c,Judith460 Schneider199,F,GENERAL PRACTICE,20 N KENNEDY DR,MCADOO,PA,18237-1908,40.900963,-75.992339,36
0000016f-ca9a-3867-0000-000000005e6a,b19acf02-f520-3ec1-84f7-d2888282d8b3,Roland928 Gibson10,M,GENERAL PRACTICE,33 E GREEN ST,NANTICOKE,PA,18634-2414,41.200466,-75.99970400000001,17
0000016f-ca9a-3867-0000-000000005ece,7a5b0e0a-08b0-31c6-b86e-dbdc901dfa16,Jade952 Stoltenberg489,F,GENERAL PRACTICE,9173 STATE ROUTE 30,IRWIN,PA,15642-3779,40.325063,-79.69975699999999,33
0000016f-ca9a-3867-0000-000000005f96,366a71ed-3ad7-3e62-a8d1-42a12dee57ba,Ammie189 White193,F,GENERAL PRACTICE,504 MCINTIRE LN,HOMER CITY,PA,15748-6036,40.540735,-79.15995,40
0000016f-ca9a-3867-0000-000000005fdc,0b333a46-d4a3-3381-919f-b97d718532a4,Rex53 Schimmel440,M,GENERAL PRACTICE,205 INDIANA RD,CREEKSIDE,PA,15732-2109,40.681932,-79.193613,45
0000016f-ca9a-3867-0000-00000000600e,1eda8bea-24bc-3852-ad7a-33b3e4c36455,Doyle959 Boyer713,M,GENERAL PRACTICE,625 CHESTER PIKE,PROSPECT PARK,PA,19076-1506,39.886097,-75.30736999999999,71
0000016f-ca9a-3867-0000-000000006018,4cff45f7-6a7e-3241-b992-f7d183d14321,Linnea167 Jakubowski832,F,GENERAL PRACTICE,10 FARM CIR,MOHNTON,PA,19540-9116,40.287457,-75.986899,93
0000016f-ca9a-3867-0000-00000000602c,e9d018a9-ff2c-3dc3-aaf0-b6874d942395,Sanora914 Johns824,F,GENERAL PRACTICE,1038 TREXLERTOWN RD,BREINIGSVILLE,PA,18031-1665,40.538486,-75.633779,111
0000016f-ca9a-3867-0000-0000000060a4,4cb1969b-5b9d-314e-b4c4-e21ab4c3c7c6,Cesar434 Howell947,M,GENERAL PRACTICE,4320 DEXTER AVE,ERIE,PA,16504-2444,42.116594,-80.073503,31
0000016f-ca9a-3867-0000-00000000616c,907ff002-9021-37a2-86f6-7db7d36415f7,Gail741 Koch169,M,GENERAL PRACTICE,234 ROSEDALE DR,MANCHESTER,PA,17345-1023,40.061321,-76.71934499999999,61
0000016f-ca9a-3867-0000-00000000620c,4df4dc7a-0b81-325b-9dd1-fa4616d956c0,Josue598 Lynch190,M,GENERAL PRACTICE,121 JOHN ROBERT THOMAS DR,EXTON,PA,19341-2654,40.029072,-75.630922,31
0000016f-ca9a-3867-0000-000000006216,67592608-9ef5-3686-8f83-1a4a3b711a50,Alex454 Weissnat378,M,GENERAL PRACTICE,2222 BRISTOL PIKE,BENSALEM,PA,19020-5210,40.086492,-74.94453399999998,32
0000016f-ca9a-3867-0000-000000006220,b850fa57-6f08-3f33-a834-ef7801d2cd7d,Soledad678 Bernhard322,F,GENERAL PRACTICE,401 N 17TH ST,ALLENTOWN,PA,18104-5051,40.593647999999995,-75.47839300000001,21
0000016f-ca9a-3867-0000-000000006392,f40b01f9-afdb-3e3e-9200-59370a8e615f,Hernán834 Corral791,M,GENERAL PRACTICE,20 SUMMER PLACE,HUNTINGDON VALLEY,PA,19006-1525,40.149202,-75.118086,33
0000016f-ca9a-3867-0000-0000000063ec,babd5249-2442-31bc-a289-d71b86289e72,Alden634 Langworth352,M,GENERAL PRACTICE,809 N 6TH ST,DENVER,PA,17517-1511,40.234122,-76.141163,186
0000016f-ca9a-3867-0000-00000000643c,fb6b2293-bca8-3af6-b307-6277469eb91e,Sean831 Hayes766,M,GENERAL PRACTICE,60 MAIN ST,HICKORY,PA,15340-1117,40.295719,-80.30513499999999,16
0000016f-ca9a-3867-0000-000000006450,16877e46-e1a6-3878-a015-d3025a881249,Lemuel304 Nikolaus26,M,GENERAL PRACTICE,3441 MILLERS RUN RD,CECIL,PA,15321-1403,40.318355,-80.193281,80
0000016f-ca9a-3867-0000-000000006478,1dab3cd4-a551-3610-a960-4a5848bff719,Neville893 Dare640,M,GENERAL PRACTICE,600 HIGH BLVD,READING,PA,19607-2155,40.339220000000005,-75.926277,49
0000016f-ca9a-3867-0000-0000000064a0,a8cc8da3-2d83-3123-b350-a3c69af901a5,Orval846 Brekke496,M,GENERAL PRACTICE,34 N RIVER ST,PLAINS,PA,18705-1311,41.275797,-75.851861,29
0000016f-ca9a-3867-0000-0000000064be,b12acfa8-be7a-39ac-b241-80beccb03149,Alleen813 Langworth352,F,GENERAL PRACTICE,1080 SWISS LANE,ELIZABETH,PA,15037-2089,40.271553999999995,-79.887153,65
0000016f-ca9a-3867-0000-0000000064f0,03d04be5-1974-3304-99c2-7d518ba5fc0d,Brice635 Schamberger479,M,GENERAL PRACTICE,2800 BROOKMONT DR,EFFORT,PA,18330-9449,40.941549,-75.43768299999999,59
